"Date 2023-11-25 15.14.42","Track Watkins Glen (2022)","Session Type 10","Duration 10"
"Car","Race #","Driver","Team","Lap","Position","Fuel","Penalty","Gap","Lap Time","Sector 1","Sector 2","Sector 3","Delta RR","Delta QR","Delta RS","Delta QS","Condition","Tyres","Pressure FR","Pressure FL","Pressure RR","Pressure RL","Temp FR","Temp FL","Temp RR","Temp RL","ECU Mode","Max Speed","Peak Acceleration","Damage Front","Damage Rear","Damage Centre","Damage Right","Damage Left","Air Temp","Road Temp","Cup","Category","Nationality","Lap type","Accidents"
"Alpine A110 GT4","303","Ville Synkkanen (SYN)","","24","39","26,2761631011963","","0L","1:55,227","0:32,542","0:37,975","0:44,710","+8,609","+10,413","-0,110","+6,986","OPTIMUM","Dry","26,858284556962","26,7839197106691","27,0738348101266","27,2534796564195","68,6557447377939","79,009173164557","81,790152875226","89,01166960217","1","248 Km/h","15,6759541984733","3,151634","2,476251","12,01904","0","6,391156","22,95264","30,69474","0","3","31","Regular","0"
"Alpine A110 GT4","303","Ville Synkkanen (SYN)","","25","39","23,9345664978027","","0L","1:54,635","0:32,117","0:37,915","0:44,602","+8,017","+9,821","-0,702","+6,394","OPTIMUM","Dry","26,8573332422587","26,7983161384335","27,0817090892532","27,2614444990893","68,6451008014572","79,5137635519126","81,8714421857924","89,0939004735884","1","248 Km/h","14,3528735632184","3,151634","2,476251","12,01904","0","6,391156","22,95353","30,69775","0","3","31","Regular","0"
"Alpine A110 GT4","303","Ville Synkkanen (SYN)","","26","38","21,5894184112549","Invalid lap. ","0L","1:54,960","0:32,050","0:38,277","0:44,632","+8,342","+10,146","-0,377","+6,719","OPTIMUM","Dry","26,8455446727273","26,7743900727273","27,0550721636364","27,2426693818182","68,5218465454545","79,3581996","81,8293379454545","88,8978662727273","1","247 Km/h","14,5130136986301","3,151634","2,476251","12,01904","0","6,391156","22,95401","30,69955","0","3","31","Regular","0"
"Alpine A110 GT4","303","Ville Synkkanen (SYN)","","27","38","19,2612590789795","","0L","1:54,830","0:32,065","0:38,125","0:44,640","+8,212","+10,016","-0,507","+6,589","OPTIMUM","Dry","26,830032323049","26,7413752813067","27,0093004718693","27,2141979128857","68,3600719600726","79,0141101633394","81,5899037931034","88,6011010163339","1","248 Km/h","14,3674733785092","3,151634","2,476251","12,01904","0","6,391156","22,95407","30,70014","0","3","31","Regular","0"
"Alpine A110 GT4","303","Ville Synkkanen (SYN)","","28","38","16,924388885498","","0L","1:54,910","0:32,165","0:38,082","0:44,662","+8,292","+10,096","-0,427","+6,669","OPTIMUM","Dry","26,7893113818182","26,7161124","26,9780484909091","27,1794654727273","67,9359878363636","78,7510442545455","81,2884888363636","88,2393957636364","1","248 Km/h","14,7571148184495","3,151634","2,476251","12,01904","0","6,391156","22,95372","30,69951","0","3","31","Regular","0"
"Alpine A110 GT4","303","Ville Synkkanen (SYN)","","29","38","14,5788106918335","","0L","1:54,695","0:31,990","0:38,047","0:44,657","+8,077","+9,881","-0,642","+6,454","OPTIMUM","Dry","26,7805928181818","26,7065930181818","26,9866874909091","27,1943438","67,8455334363636","78,6550162","81,4027066363636","88,3947432181818","1","248 Km/h","14,4902152641879","3,151634","2,476251","12,01904","0","6,391156","22,953","30,69776","0","3","31","Regular","0"
"Alpine A110 GT4","303","Ville Synkkanen (SYN)","","30","38","12,2648601531982","","0L","1:54,790","0:32,050","0:38,065","0:44,675","+8,172","+9,976","-0,547","+6,549","OPTIMUM","Dry","26,8123678221416","26,7011546098004","27,0133171143376","27,2218347368421","68,1771630852995","78,6002315970962","81,6966460980036","88,6817472413793","1","247 Km/h","14,9680930232558","3,151634","2,476251","12,01904","0","6,391156","22,95184","30,69475","0","3","31","Regular","0"
"Alpine A110 GT4","303","Ville Synkkanen (SYN)","","31","37","9,92928791046143","Invalid lap. ","0L","1:54,807","0:32,012","0:38,030","0:44,765","+8,189","+9,993","-0,530","+6,566","OPTIMUM","Dry","26,8005020833333","26,6629581521739","27,054666884058","27,262544057971","68,0544807971014","78,3865789673913","82,1441320833333","89,1067228985507","1","248 Km/h","14,4946615824595","3,151634","2,476251","12,01904","0","6,391156","22,95025","30,69049","0","3","31","Regular","0"
"Alpine A110 GT4","303","Ville Synkkanen (SYN)","","32","35","7,62684106826782","","0L","1:55,565","0:32,060","0:38,282","0:45,222","+8,947","+10,751","+0,228","+7,324","OPTIMUM","Dry","26,748438990991","26,6374999279279","27,0042485765766","27,2048302522523","67,5133586306306","78,2037873513514","81,6201435495496","88,659147981982","1","248 Km/h","16,1682524271845","3,151634","2,476251","12,01904","0","6,391156","22,94825","30,68503","0","3","31","Regular","0"
"Alpine A110 GT4","303","Ville Synkkanen (SYN)","","33","34","5,43984746932983","","0L","2:08,077","0:32,212","0:38,067","0:57,797","+21,459","+23,263","+12,740","+19,836","OPTIMUM","Dry","26,7683224552845","26,5977635934959","27,0385384878049","27,2046666504065","67,7220575121951","77,7914472845528","81,9789093333333","88,7265540813008","1","247 Km/h","15,5103871576959","3,151634","2,476251","12,01904","0","6,391156","22,94548","30,67736","0","3","31","Inlap","0"
