Track,"Car","Race #","Driver","Team","Lap","Position","Fuel","Pen","Lap Time","Sector 1","Sector 2","Sector 3","Gap","Delta RR","Delta QR","Delta RS","Delta QS","Condition","Tyres","Pos (Start Lap)","Fuel (Start Lap)","Position Δ","Wind Speed","Wind Direction","Brake Bias","Track Grip","Rain Intensity","Tyre","Tyre Set","Suspension Damage FL","Suspension Damage FR","Suspension Damage RL","Suspension Damage RR","Lap 0 Timestamp","Real Timestamp","Real Duration","° Air","° Road","° FL","° FR","° RL","° RR","Accel From","Accel to","Accidents","Adjusted timestamp","Brake ° FL","Brake ° FR","Brake ° RL","Brake ° RR","Brake Compound F","Brake Compound R","Brand","Category","Cup","Damage Front","Damage Left","Damage Rear","DamageRight","Driver ID","ECU Mode","ELO","First Name","Flags","Lap Completed Timestamp","Lap Type","Last Name","Licence","Max Speed","Nation Flag","Nationality","p FL","p FR","p RL","p RR","Peak Accel","Peak Accel Dist","Peak Accel Time","Penalty","Penalty Code","PenaltyTime","Player ID","Player Unclear","Position (Broadcast)","Repair Time","Session ID","Short Name","SR","Timestamp","TimingFlags"
Watkins Glen (2022),"Alpine A110 GT4","303","Robert Arlavi (ARL)","","79","40","0,0L","","1:56,720","0:32,127","0:39,632","0:44,960","+23,130","+10,102","+11,906","+1,383","+8,479","","","40","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","1","1","","Robert","0","","Regular","Arlavi","","","","Croatia","","","","","0","0","0","0","","0","0","True","40","","51f430f2-f701-436d-8e19-d4072b35956c","ARL","","0.0","0"
Watkins Glen (2022),"Alpine A110 GT4","303","Robert Arlavi (ARL)","","80","40","0,0L","","1:56,790","0:32,577","0:38,960","0:45,252","+25,270","+10,172","+11,976","+1,453","+8,549","","","40","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","1","1","","Robert","0","","Regular","Arlavi","","","","Croatia","","","","","0","0","0","0","","0","0","True","40","","51f430f2-f701-436d-8e19-d4072b35956c","ARL","","0.0","0"
Watkins Glen (2022),"Alpine A110 GT4","303","Robert Arlavi (ARL)","","81","40","0,0L","","1:55,682","0:32,130","0:38,407","0:45,145","+24,619","+9,064","+10,868","+0,345","+7,441","","","40","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","1","1","","Robert","0","","Regular","Arlavi","","","","Croatia","","","","","0","0","0","0","","0","0","True","40","","51f430f2-f701-436d-8e19-d4072b35956c","ARL","","0.0","0"
Watkins Glen (2022),"Alpine A110 GT4","303","Robert Arlavi (ARL)","","82","40","0,0L","","1:56,082","0:32,505","0:38,515","0:45,062","+24,362","+9,464","+11,268","+0,745","+7,841","","","40","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","1","1","","Robert","0","","Regular","Arlavi","","","","Croatia","","","","","0","0","0","0","","0","0","True","40","","51f430f2-f701-436d-8e19-d4072b35956c","ARL","","0.0","0"
Watkins Glen (2022),"Alpine A110 GT4","303","Robert Arlavi (ARL)","","83","40","0,0L","","1:55,835","0:32,140","0:38,202","0:45,492","+24,843","+9,217","+11,021","+0,498","+7,594","","","40","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","1","1","","Robert","0","","Regular","Arlavi","","","","Croatia","","","","","0","0","0","0","","0","0","True","40","","51f430f2-f701-436d-8e19-d4072b35956c","ARL","","0.0","0"
Watkins Glen (2022),"Alpine A110 GT4","303","Robert Arlavi (ARL)","","84","40","0,0L","","1:56,072","0:32,202","0:38,345","0:45,525","+24,697","+9,454","+11,258","+0,735","+7,831","","","40","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","1","1","","Robert","0","","Regular","Arlavi","","","","Croatia","","","","","0","0","0","0","","0","0","True","40","","51f430f2-f701-436d-8e19-d4072b35956c","ARL","","0.0","0"
Watkins Glen (2022),"Alpine A110 GT4","303","Robert Arlavi (ARL)","","85","40","0,0L","","1:56,287","0:32,135","0:38,247","0:45,905","+25,764","+9,669","+11,473","+0,950","+8,046","","","40","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","1","1","","Robert","0","","Regular","Arlavi","","","","Croatia","","","","","0","0","0","0","","0","0","True","40","","51f430f2-f701-436d-8e19-d4072b35956c","ARL","","0.0","0"
Watkins Glen (2022),"Alpine A110 GT4","303","Robert Arlavi (ARL)","","86","40","0,0L","","1:55,747","0:32,130","0:38,422","0:45,195","+25,532","+9,129","+10,933","+0,410","+7,506","","","40","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","1","1","","Robert","0","","Regular","Arlavi","","","","Croatia","","","","","0","0","0","0","","0","0","True","40","","51f430f2-f701-436d-8e19-d4072b35956c","ARL","","0.0","0"
Watkins Glen (2022),"Alpine A110 GT4","303","Robert Arlavi (ARL)","","87","40","0,0L","","1:55,975","0:32,052","0:38,972","0:44,950","+24,709","+9,357","+11,161","+0,638","+7,734","","","40","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","1","1","","Robert","0","","Regular","Arlavi","","","","Croatia","","","","","0","0","0","0","","0","0","True","40","","51f430f2-f701-436d-8e19-d4072b35956c","ARL","","0.0","0"
Watkins Glen (2022),"Alpine A110 GT4","303","Robert Arlavi (ARL)","","88","40","0,0L","","1:56,990","0:33,102","0:38,902","0:44,985","+25,993","+10,372","+12,176","+1,653","+8,749","","","40","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","1","1","","Robert","0","","Regular","Arlavi","","","","Croatia","","","","","0","0","0","0","","0","0","True","40","","51f430f2-f701-436d-8e19-d4072b35956c","ARL","","0.0","0"
Watkins Glen (2022),"Alpine A110 GT4","303","Robert Arlavi (ARL)","","89","40","0,0L","","1:57,190","0:33,502","0:38,417","0:45,270","+27,400","+10,572","+12,376","+1,853","+8,949","","","40","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","1","1","","Robert","0","","Regular","Arlavi","","","","Croatia","","","","","0","0","0","0","","0","0","True","40","","51f430f2-f701-436d-8e19-d4072b35956c","ARL","","0.0","0"
Watkins Glen (2022),"Alpine A110 GT4","303","Robert Arlavi (ARL)","","90","40","0,0L","","1:55,952","0:32,187","0:38,332","0:45,432","+28,341","+9,334","+11,138","+0,615","+7,711","","","40","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","1","1","","Robert","0","","Regular","Arlavi","","","","Croatia","","","","","0","0","0","0","","0","0","True","40","","51f430f2-f701-436d-8e19-d4072b35956c","ARL","","0.0","0"
Watkins Glen (2022),"Alpine A110 GT4","303","Robert Arlavi (ARL)","","91","40","0,0L","","1:55,825","0:32,222","0:38,277","0:45,325","+27,955","+9,207","+11,011","+0,488","+7,584","","","40","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","1","1","","Robert","0","","Regular","Arlavi","","","","Croatia","","","","","0","0","0","0","","0","0","True","40","","51f430f2-f701-436d-8e19-d4072b35956c","ARL","","0.0","0"
Watkins Glen (2022),"Alpine A110 GT4","303","Robert Arlavi (ARL)","","92","40","0,0L","","1:55,685","0:32,462","0:38,085","0:45,137","+26,835","+9,067","+10,871","+0,348","+7,444","","","40","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","1","1","","Robert","0","","Regular","Arlavi","","","","Croatia","","","","","0","0","0","0","","0","0","True","40","","51f430f2-f701-436d-8e19-d4072b35956c","ARL","","0.0","0"
Watkins Glen (2022),"Alpine A110 GT4","303","Robert Arlavi (ARL)","","93","38","0,0L","","1:55,622","0:32,217","0:38,210","0:45,195","+27,285","+9,004","+10,808","+0,285","+7,381","","","40","0","+2","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","1","1","","Robert","0","","Regular","Arlavi","","","","Croatia","","","","","0","0","0","0","","0","0","True","38","","51f430f2-f701-436d-8e19-d4072b35956c","ARL","","0.0","0"
Watkins Glen (2022),"Alpine A110 GT4","303","Robert Arlavi (ARL)","","94","38","0,0L","","1:57,145","0:32,355","0:38,757","0:46,032","+28,555","+10,527","+12,331","+1,808","+8,904","","","38","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","1","1","","Robert","0","","Regular","Arlavi","","","","Croatia","","","","","0","0","0","0","","0","0","True","38","","51f430f2-f701-436d-8e19-d4072b35956c","ARL","","0.0","0"
Watkins Glen (2022),"Alpine A110 GT4","303","Robert Arlavi (ARL)","","95","38","0,0L","","1:56,365","0:32,172","0:38,787","0:45,405","+29,238","+9,747","+11,551","+1,028","+8,124","","","38","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","1","1","","Robert","0","","Regular","Arlavi","","","","Croatia","","","","","0","0","0","0","","0","0","True","38","","51f430f2-f701-436d-8e19-d4072b35956c","ARL","","0.0","0"
Watkins Glen (2022),"Alpine A110 GT4","303","Robert Arlavi (ARL)","","96","38","0,0L","","1:56,430","0:32,290","0:38,560","0:45,580","+16,218","+9,812","+11,616","+1,093","+8,189","","","38","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","1","1","","Robert","0","","Regular","Arlavi","","","","Croatia","","","","","0","0","0","0","","0","0","True","38","","51f430f2-f701-436d-8e19-d4072b35956c","ARL","","0.0","0"
Watkins Glen (2022),"Alpine A110 GT4","303","Robert Arlavi (ARL)","","97","36","0,0L","","1:56,802","0:32,467","0:39,010","0:45,325","+21,396","+10,184","+11,988","+1,465","+8,561","","","38","0","+2","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","1","1","","Robert","0","","Regular","Arlavi","","","","Croatia","","","","","0","0","0","0","","0","0","True","35","","51f430f2-f701-436d-8e19-d4072b35956c","ARL","","0.0","0"
Watkins Glen (2022),"Alpine A110 GT4","303","Robert Arlavi (ARL)","","98","37","69,5L","","2:09,910","0:32,412","0:38,875","0:58,622","+2,788","+23,292","+25,096","+14,573","+21,669","OPTIMUM","Dry","36","0","-1","0,4 Km/h","N","51,0%","Optimum","No Rain","DHA","2","0","0","0","0","","","","21,9°C","27,7°C","73,8°C","69,3°C","82,5°C","79,5°C","71","215","0","","371,9°C","371,1°C","194,0°C","193,7°C","2","2","","Platinum","Pro","0","0","0","0","1","1","","Robert","0","","Inlap","Arlavi","","49 Km/h","","Croatia","26,2 psi","26,9 psi","26,6 psi","26,8 psi","0","540,083","12073","0","","0","0","True","35","","51f430f2-f701-436d-8e19-d4072b35956c","ARL","","0.0","0"
Watkins Glen (2022),"Alpine A110 GT4","303","Ville Synkkanen (SYN)","","99","39","67,2L","","2:44,042","","0:38,252","0:44,927","+30,767","+57,424","+59,228","+48,705","+55,801","OPTIMUM","Dry","37","0","-2","1,5 Km/h","N","51,0%","Optimum","No Rain","DHA","5","0","0","0","0","","","","21,9°C","27,6°C","53,0°C","45,4°C","57,9°C","52,7°C","71","215","0","","350,6°C","348,1°C","179,9°C","178,9°C","2","2","","Platinum","Pro","0","0","0","0","0","1","","Ville","0","","Outlap","Synkkanen","","246 Km/h","","Finland","24,4 psi","24,8 psi","24,3 psi","24,4 psi","26,8634421641791","540,083","12073","0","","0","0","True","38","","51f430f2-f701-436d-8e19-d4072b35956c","SYN","","0.0","0"
Watkins Glen (2022),"Alpine A110 GT4","303","Ville Synkkanen (SYN)","","100","39","64,8L","","1:54,742","0:32,090","0:38,062","0:44,590","+31,073","+8,124","+9,928","-0,595","+6,501","OPTIMUM","Dry","39","0","","1,6 Km/h","N","51,0%","Optimum","No Rain","DHA","5","0","0","0","0","","","","21,9°C","27,5°C","75,2°C","64,3°C","82,9°C","75,9°C","71","215","0","","377,8°C","374,4°C","188,4°C","187,2°C","2","2","","Platinum","Pro","0","0","0","0","0","1","","Ville","0","","Regular","Synkkanen","","247 Km/h","","Finland","26,5 psi","26,6 psi","26,7 psi","26,6 psi","14,7314990512334","540,083","12073","0","","0","0","True","38","","51f430f2-f701-436d-8e19-d4072b35956c","SYN","","0.0","0"
Watkins Glen (2022),"Alpine A110 GT4","303","Ville Synkkanen (SYN)","","101","39","62,5L","","1:54,555","0:32,020","0:37,937","0:44,597","+31,110","+7,937","+9,741","-0,782","+6,314","OPTIMUM","Dry","39","0","","1,6 Km/h","N","51,0%","Optimum","No Rain","DHA","5","0","0","0","0","","","","21,8°C","27,5°C","78,8°C","67,1°C","86,4°C","79,1°C","71","215","0","","382,2°C","378,5°C","191,5°C","190,0°C","2","2","","Platinum","Pro","0","0","0","0","0","1","","Ville","0","","Regular","Synkkanen","","247 Km/h","","Finland","26,9 psi","26,9 psi","27,0 psi","26,9 psi","15,4288825757576","540,083","12073","0","","0","0","True","38","","51f430f2-f701-436d-8e19-d4072b35956c","SYN","","0.0","0"
Watkins Glen (2022),"Alpine A110 GT4","303","Ville Synkkanen (SYN)","","102","39","60,1L","","1:54,142","0:31,917","0:37,937","0:44,287","+30,906","+7,524","+9,328","-1,195","+5,901","OPTIMUM","Dry","39","0","","1,6 Km/h","N","51,0%","Optimum","No Rain","DHA","5","0","0","0","0","","","","21,8°C","27,4°C","79,2°C","67,6°C","86,9°C","79,5°C","71","215","0","","381,3°C","378,2°C","190,1°C","189,0°C","2","2","","Platinum","Pro","0","0","0","0","0","1","","Ville","0","","Regular","Synkkanen","","248 Km/h","","Finland","26,9 psi","26,9 psi","27,1 psi","26,9 psi","15,7109653233365","540,083","12073","0","","0","0","True","38","","51f430f2-f701-436d-8e19-d4072b35956c","SYN","","0.0","10885"
Watkins Glen (2022),"Alpine A110 GT4","303","Ville Synkkanen (SYN)","","103","39","57,8L","","1:55,130","0:32,080","0:38,125","0:44,925","+30,923","+8,512","+10,316","-0,207","+6,889","OPTIMUM","Dry","39","0","","1,6 Km/h","N","51,0%","Optimum","No Rain","DHA","5","0","0","0","0","","","","21,8°C","27,3°C","79,0°C","68,2°C","87,3°C","80,2°C","71","215","0","","367,0°C","364,1°C","182,7°C","181,5°C","2","2","","Platinum","Pro","0","0","0","0","0","1","","Ville","0","","Regular","Synkkanen","","247 Km/h","","Finland","26,8 psi","27,0 psi","27,1 psi","27,0 psi","16,0242194891202","540,083","12073","0","","0","0","True","38","","51f430f2-f701-436d-8e19-d4072b35956c","SYN","","0.0","0"
Watkins Glen (2022),"Alpine A110 GT4","303","Ville Synkkanen (SYN)","","104","39","55,5L","","1:54,817","0:31,985","0:38,227","0:44,605","+31,174","+8,199","+10,003","-0,520","+6,576","OPTIMUM","Dry","39","0","","1,6 Km/h","N","51,0%","Optimum","No Rain","DHA","5","0","0","0","0","","","","21,8°C","27,2°C","78,7°C","67,8°C","87,0°C","80,2°C","71","215","0","","390,1°C","387,3°C","196,4°C","195,3°C","2","2","","Platinum","Pro","0","0","0","0","0","1","","Ville","0","","Regular","Synkkanen","","245 Km/h","","Finland","26,8 psi","26,9 psi","27,1 psi","27,0 psi","14,8551463644948","540,083","12073","0","","0","0","True","37","","51f430f2-f701-436d-8e19-d4072b35956c","SYN","","0.0","0"
Watkins Glen (2022),"Alpine A110 GT4","303","Ville Synkkanen (SYN)","","105","38","53,1L","","1:54,357","0:32,162","0:37,810","0:44,385","+28,195","+7,739","+9,543","-0,980","+6,116","OPTIMUM","Dry","39","0","+1","1,7 Km/h","N","51,0%","Optimum","No Rain","DHA","5","0","0","0","0","","","","21,7°C","27,2°C","79,5°C","68,3°C","87,6°C","80,2°C","71","215","0","","395,1°C","391,0°C","196,5°C","195,1°C","2","2","","Platinum","Pro","0","0","0","0","0","1","","Ville","1","","Regular","Synkkanen","","247 Km/h","","Finland","26,9 psi","27,0 psi","27,1 psi","27,0 psi","14,1342080599813","540,083","12073","0","","0","0","True","37","","51f430f2-f701-436d-8e19-d4072b35956c","SYN","","0.0","0"
Watkins Glen (2022),"Alpine A110 GT4","303","Ville Synkkanen (SYN)","","106","38","50,8L","","1:54,650","0:31,970","0:38,137","0:44,542","+27,559","+8,032","+9,836","-0,687","+6,409","OPTIMUM","Dry","38","0","","1,7 Km/h","N","51,0%","Optimum","No Rain","DHA","5","0","0","0","0","","","","21,7°C","27,1°C","79,1°C","68,3°C","87,4°C","80,4°C","71","215","0","","383,4°C","380,7°C","191,7°C","190,7°C","2","2","","Platinum","Pro","0","0","0","0","0","1","","Ville","0","","Regular","Synkkanen","","248 Km/h","","Finland","26,8 psi","27,0 psi","27,1 psi","27,0 psi","14,3754020813623","540,083","12073","0","","0","0","True","37","","51f430f2-f701-436d-8e19-d4072b35956c","SYN","","0.0","0"
Watkins Glen (2022),"Alpine A110 GT4","303","Ville Synkkanen (SYN)","","107","38","48,5L","","1:54,870","0:32,085","0:38,140","0:44,645","+27,280","+8,252","+10,056","-0,467","+6,629","OPTIMUM","Dry","38","0","","1,7 Km/h","N","51,0%","Optimum","No Rain","DHA","5","0","0","0","0","","","","21,7°C","27,0°C","79,2°C","68,1°C","87,6°C","80,4°C","71","215","0","","381,3°C","377,3°C","190,6°C","189,3°C","2","2","","Platinum","Pro","0","0","0","0","0","1","","Ville","1","","Regular","Synkkanen","","247 Km/h","","Finland","26,8 psi","26,9 psi","27,1 psi","27,0 psi","14,2484848484848","540,083","12073","0","","0","0","True","36","","51f430f2-f701-436d-8e19-d4072b35956c","SYN","","0.0","0"
Watkins Glen (2022),"Alpine A110 GT4","303","Ville Synkkanen (SYN)","","108","38","46,1L","","1:55,207","0:32,712","0:38,005","0:44,490","+27,335","+8,589","+10,393","-0,130","+6,966","OPTIMUM","Dry","38","0","","1,7 Km/h","N","51,0%","Optimum","No Rain","DHA","5","0","0","0","0","","","","21,7°C","26,9°C","79,1°C","67,8°C","87,4°C","80,1°C","71","215","0","","399,4°C","396,0°C","200,6°C","199,3°C","2","2","","Platinum","Pro","0","0","0","0","0","1","","Ville","0","","Regular","Synkkanen","","247 Km/h","","Finland","26,8 psi","26,9 psi","27,0 psi","27,0 psi","16,2077651515152","540,083","12073","0","","0","0","True","36","","51f430f2-f701-436d-8e19-d4072b35956c","SYN","","0.0","0"
Watkins Glen (2022),"Alpine A110 GT4","303","Ville Synkkanen (SYN)","","109","38","43,8L","","1:54,557","0:31,937","0:37,832","0:44,787","+26,814","+7,939","+9,743","-0,780","+6,316","OPTIMUM","Dry","38","0","","1,8 Km/h","N","51,0%","Optimum","No Rain","DHA","5","0","0","0","0","","","","21,6°C","26,8°C","79,4°C","68,1°C","87,6°C","80,4°C","71","215","0","","396,2°C","392,8°C","197,8°C","196,5°C","2","2","","Platinum","Pro","0","0","0","0","0","1","","Ville","0","","Regular","Synkkanen","","249 Km/h","","Finland","26,8 psi","26,9 psi","27,0 psi","27,0 psi","14,5312440645774","540,083","12073","0","","0","0","True","36","","51f430f2-f701-436d-8e19-d4072b35956c","SYN","","0.0","0"
Watkins Glen (2022),"Alpine A110 GT4","303","Ville Synkkanen (SYN)","","110","38","41,4L","","1:54,597","0:31,970","0:38,042","0:44,585","+25,665","+7,979","+9,783","-0,740","+6,356","OPTIMUM","Dry","38","0","","1,8 Km/h","N","51,0%","Optimum","No Rain","DHA","5","0","0","0","0","","","","21,6°C","26,8°C","79,2°C","67,9°C","87,9°C","80,6°C","71","215","0","","382,7°C","378,7°C","191,3°C","189,8°C","2","2","","Platinum","Pro","0","0","0","0","0","1","","Ville","0","","Regular","Synkkanen","","248 Km/h","","Finland","26,8 psi","26,9 psi","27,1 psi","27,0 psi","16,423418319169","540,083","12073","0","","0","0","True","36","","51f430f2-f701-436d-8e19-d4072b35956c","SYN","","0.0","0"
Watkins Glen (2022),"Alpine A110 GT4","303","Ville Synkkanen (SYN)","","111","38","39,1L","","1:54,620","0:31,962","0:38,110","0:44,547","+25,053","+8,002","+9,806","-0,717","+6,379","OPTIMUM","Dry","38","0","","1,8 Km/h","N","51,0%","Optimum","No Rain","DHA","5","0","0","0","0","","","","21,6°C","26,7°C","79,0°C","67,7°C","87,6°C","80,4°C","71","215","0","","390,8°C","388,5°C","196,2°C","195,1°C","2","2","","Platinum","Pro","0","0","0","0","0","1","","Ville","0","","Regular","Synkkanen","","248 Km/h","","Finland","26,7 psi","26,9 psi","27,0 psi","27,0 psi","14,5088461538462","540,083","12073","0","","0","0","True","36","","51f430f2-f701-436d-8e19-d4072b35956c","SYN","","0.0","0"
Watkins Glen (2022),"Alpine A110 GT4","303","Ville Synkkanen (SYN)","","112","38","36,7L","","1:54,812","0:32,030","0:38,250","0:44,532","+24,862","+8,194","+9,998","-0,525","+6,571","OPTIMUM","Dry","38","0","","1,8 Km/h","N","51,0%","Optimum","No Rain","DHA","5","0","0","0","0","","","","21,5°C","26,6°C","78,7°C","67,8°C","87,5°C","80,5°C","71","215","0","","381,3°C","377,7°C","190,2°C","188,8°C","2","2","","Platinum","Pro","0","0","0","0","0","1","","Ville","0","","Regular","Synkkanen","","248 Km/h","","Finland","26,6 psi","26,9 psi","27,0 psi","27,0 psi","16,3802803738318","540,083","12073","0","","0","0","True","36","","51f430f2-f701-436d-8e19-d4072b35956c","SYN","","0.0","0"
Watkins Glen (2022),"Alpine A110 GT4","303","Ville Synkkanen (SYN)","","113","37","34,4L","","1:54,547","0:32,040","0:37,967","0:44,540","+23,483","+7,929","+9,733","-0,790","+6,306","OPTIMUM","Dry","38","0","+1","1,8 Km/h","N","51,0%","Optimum","No Rain","DHA","5","0","0","0","0","","","","21,5°C","26,5°C","78,6°C","67,9°C","87,8°C","81,2°C","71","215","0","","395,6°C","392,0°C","197,9°C","196,4°C","2","2","","Platinum","Pro","0","0","0","0","0","1","","Ville","0","","Regular","Synkkanen","","247 Km/h","","Finland","26,6 psi","26,9 psi","27,0 psi","27,1 psi","14,3520114942529","540,083","12073","0","","0","0","True","36","","51f430f2-f701-436d-8e19-d4072b35956c","SYN","","0.0","0"
Watkins Glen (2022),"Alpine A110 GT4","303","Ville Synkkanen (SYN)","","114","36","32,1L","","1:54,650","0:31,982","0:37,827","0:44,840","+22,809","+8,032","+9,836","-0,687","+6,409","OPTIMUM","Dry","37","0","+1","1,9 Km/h","N","51,0%","Optimum","No Rain","DHA","5","0","0","0","0","","","","21,5°C","26,4°C","78,8°C","67,6°C","87,8°C","81,1°C","71","215","0","","379,5°C","376,7°C","189,7°C","188,5°C","2","2","","Platinum","Pro","0","0","0","0","0","1","","Ville","0","","Regular","Synkkanen","","248 Km/h","","Finland","26,6 psi","26,9 psi","27,0 psi","27,0 psi","14,7185781990521","540,083","12073","0","","0","0","True","36","","51f430f2-f701-436d-8e19-d4072b35956c","SYN","","0.0","0"
Watkins Glen (2022),"Alpine A110 GT4","303","Ville Synkkanen (SYN)","","115","36","29,8L","","1:54,717","0:32,007","0:38,185","0:44,525","+21,183","+8,099","+9,903","-0,620","+6,476","OPTIMUM","Dry","36","0","","1,9 Km/h","N","51,0%","Optimum","No Rain","DHA","5","0","0","0","0","","","","21,4°C","26,3°C","78,4°C","67,1°C","87,6°C","80,3°C","71","215","1","","368,1°C","364,5°C","183,5°C","182,0°C","2","2","","Platinum","Pro","0","0","1,65446","0","0","1","","Ville","0","","Regular","Synkkanen","","247 Km/h","","Finland","26,5 psi","26,8 psi","27,0 psi","26,9 psi","14,1524299065421","540,083","12073","0","","0","0","True","36","","51f430f2-f701-436d-8e19-d4072b35956c","SYN","","0.0","0"
Watkins Glen (2022),"Alpine A110 GT4","303","Ville Synkkanen (SYN)","","116","36","27,4L","","1:54,692","0:31,982","0:37,977","0:44,732","+20,326","+8,074","+9,878","-0,645","+6,451","OPTIMUM","Dry","36","0","","1,9 Km/h","N","51,0%","Optimum","No Rain","DHA","5","0","0","0","0","","","","21,4°C","26,2°C","78,6°C","66,9°C","88,0°C","80,5°C","71","215","0","","382,0°C","379,0°C","191,5°C","190,3°C","2","2","","Platinum","Pro","0","0","1,65446","0","0","1","","Ville","1","","Regular","Synkkanen","","248 Km/h","","Finland","26,6 psi","26,8 psi","27,1 psi","27,0 psi","14,2706679574056","540,083","12073","0","","0","0","True","36","","51f430f2-f701-436d-8e19-d4072b35956c","SYN","","0.0","0"
Watkins Glen (2022),"Alpine A110 GT4","303","Ville Synkkanen (SYN)","","117","36","25,1L","","1:54,530","0:32,075","0:37,965","0:44,490","+16,307","+7,912","+9,716","-0,807","+6,289","OPTIMUM","Dry","36","0","","1,9 Km/h","N","51,0%","Optimum","No Rain","DHA","5","0","0","0","0","","","","21,4°C","26,1°C","78,1°C","67,2°C","87,9°C","81,2°C","71","215","0","","388,1°C","386,4°C","194,3°C","193,6°C","2","2","","Platinum","Pro","0","0","1,65446","0","0","1","","Ville","0","","Regular","Synkkanen","","250 Km/h","","Finland","26,5 psi","26,8 psi","27,1 psi","27,0 psi","14,8042613636364","540,083","12073","0","","0","0","True","36","","51f430f2-f701-436d-8e19-d4072b35956c","SYN","","0.0","0"
Watkins Glen (2022),"Alpine A110 GT4","303","Ville Synkkanen (SYN)","","118","36","22,7L","","1:54,952","0:31,967","0:38,410","0:44,575","+15,599","+8,334","+10,138","-0,385","+6,711","OPTIMUM","Dry","36","0","","1,9 Km/h","N","51,0%","Optimum","No Rain","DHA","5","0","0","0","0","","","","21,3°C","26,0°C","78,2°C","66,9°C","87,4°C","80,5°C","71","215","0","","379,7°C","375,6°C","189,1°C","187,7°C","2","2","","Platinum","Pro","0","0","1,65446","0","0","1","","Ville","1","","Regular","Synkkanen","","248 Km/h","","Finland","26,5 psi","26,8 psi","27,0 psi","26,9 psi","14,8293726235741","540,083","12073","0","","0","0","True","36","","51f430f2-f701-436d-8e19-d4072b35956c","SYN","","0.0","0"
Watkins Glen (2022),"Alpine A110 GT4","303","Ville Synkkanen (SYN)","","119","36","20,4L","","1:55,095","0:32,107","0:38,245","0:44,742","+14,812","+8,477","+10,281","-0,242","+6,854","OPTIMUM","Dry","36","0","","2,0 Km/h","N","51,0%","Optimum","No Rain","DHA","5","0","0","0","0","","","","21,3°C","26,0°C","77,5°C","66,7°C","87,1°C","80,1°C","71","215","0","","381,0°C","376,8°C","190,5°C","188,9°C","2","2","","Platinum","Pro","0","0","1,65446","0","0","1","","Ville","0","","Regular","Synkkanen","","248 Km/h","","Finland","26,5 psi","26,8 psi","27,0 psi","26,9 psi","14,7494252873563","540,083","12073","0","","0","0","True","36","","51f430f2-f701-436d-8e19-d4072b35956c","SYN","","0.0","0"
